time,current[mA],RANGE1[V],RANGE2[V],RANGE3[V],RANGE4[V],24bit[bin]
13:11:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732882
13:11:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732873
13:11:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732869
13:11:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732898
13:11:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732863
13:12:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732861
13:12:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732904
13:12:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732856
13:12:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732853
13:12:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732829
13:12:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732864
13:13:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732848
13:13:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732848
13:13:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732849
13:13:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732835
13:13:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732866
13:13:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732853
13:14:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732857
13:14:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732841
13:14:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732864
13:14:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732851
13:14:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732852
13:14:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732887
13:15:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732878
13:15:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732852
13:15:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732844
13:15:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732859
13:15:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732845
13:15:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732858
13:16:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732875
13:16:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732855
13:16:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732872
13:16:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732833
13:16:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732846
13:16:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732847
13:17:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732852
13:17:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732841
13:17:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732869
13:17:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732853
13:17:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732857
13:17:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732847
13:18:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732869
13:18:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732872
13:18:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732890
13:18:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732870
13:18:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732872
13:18:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732885
13:19:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732884
13:19:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732850
13:19:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732892
13:19:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732888
13:19:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732897
13:19:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732856
13:20:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732877
13:20:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732878
13:20:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732858
13:20:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732836
13:20:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732840
13:20:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732849
13:21:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732829
13:21:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732856
13:21:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732852
13:21:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732844
13:21:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732862
13:21:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732878
13:22:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732874
13:22:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732885
13:22:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732891
13:22:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732895
13:22:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732862
13:22:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732883
13:23:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732877
13:23:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732865
13:23:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732885
13:23:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732903
13:23:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732886
13:23:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732894
13:24:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732873
13:24:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732860
13:24:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732867
13:24:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732870
13:24:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732867
13:24:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732849
13:25:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732861
13:25:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732884
13:25:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732881
13:25:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732892
13:25:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732860
13:25:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732877
13:26:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732871
13:26:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732859
13:26:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732862
13:26:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732843
13:26:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732842
13:26:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732853
13:27:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732872
13:27:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732857
13:27:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732864
13:27:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732822
13:27:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732835
13:27:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732849
13:28:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732840
13:28:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732836
13:28:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732849
13:28:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732830
13:28:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732848
13:28:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732867
13:29:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732859
13:29:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732841
13:29:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732859
13:29:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732865
13:29:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732890
13:29:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732869
13:30:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732853
13:30:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732834
13:30:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732870
13:30:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732840
13:30:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732840
13:30:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732848
13:31:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732842
13:31:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732873
13:31:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732873
13:31:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732861
13:31:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732873
13:31:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732858
13:32:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732854
13:32:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732828
13:32:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732820
13:32:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732859
13:32:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732866
13:32:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732866
13:33:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732852
13:33:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732840
13:33:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732837
13:33:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732845
13:33:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732821
13:33:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732861
13:34:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732857
13:34:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732857
13:34:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732876
13:34:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732862
13:34:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732847
13:34:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732851
13:35:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732856
13:35:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732880
13:35:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732873
13:35:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732854
13:35:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732849
13:35:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732879
13:36:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732872
13:36:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732877
13:36:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732855
13:36:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732862
13:36:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732868
13:36:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732884
13:37:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732868
13:37:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732863
13:37:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732881
13:37:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732860
13:37:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732860
13:37:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732849
13:38:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732862
13:38:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732867
13:38:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732884
13:38:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732877
13:38:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732868
13:38:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732852
13:39:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732897
13:39:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732868
13:39:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732854
13:39:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732868
13:39:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732882
13:39:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732876
13:40:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732868
13:40:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732873
13:40:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732859
13:40:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732868
13:40:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732881
13:40:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732889
13:41:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732884
13:41:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732849
13:41:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732870
13:41:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732850
13:41:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732869
13:41:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732871
13:42:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732865
13:42:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732886
13:42:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732913
13:42:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732865
13:42:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732867
13:42:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732856
13:43:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732877
13:43:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732875
13:43:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732875
13:43:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732885
13:43:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732865
13:43:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732877
13:44:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732865
13:44:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732866
13:44:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732853
13:44:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732867
13:44:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732856
13:44:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732881
13:45:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732869
13:45:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732876
13:45:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732879
13:45:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732858
13:45:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732852
13:45:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732853
13:46:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732906
13:46:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732889
13:46:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732870
13:46:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732869
13:46:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732879
13:46:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732875
13:47:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732873
13:47:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732874
13:47:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732869
13:47:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732881
13:47:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732829
13:47:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732861
13:48:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732861
13:48:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732902
13:48:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732837
13:48:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732859
13:48:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732874
13:48:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732847
13:49:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732856
13:49:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732848
13:49:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732850
13:49:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732864
13:49:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732881
13:49:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732897
13:50:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732899
13:50:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732850
13:50:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732865
13:50:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732861
13:50:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732857
13:50:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732852
13:51:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732849
13:51:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732857
13:51:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732841
13:51:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732830
13:51:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732815
13:51:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732826
13:52:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732863
13:52:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732833
13:52:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732827
13:52:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732853
13:52:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732843
13:52:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732831
13:53:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732852
13:53:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732871
13:53:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732851
13:53:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732868
13:53:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732862
13:53:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732852
13:54:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732855
13:54:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732854
13:54:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732847
13:54:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732847
13:54:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732851
13:54:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732844
13:55:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732867
13:55:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732876
13:55:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732862
13:55:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732881
13:55:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732864
13:55:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732872
13:56:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732869
13:56:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732868
13:56:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732872
13:56:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732864
13:56:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732863
13:56:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732864
13:57:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732864
13:57:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732861
13:57:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732862
13:57:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732844
13:57:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732829
13:57:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732854
13:58:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732868
13:58:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732878
13:58:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732851
13:58:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732861
13:58:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732852
13:58:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732848
13:59:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732855
13:59:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732849
13:59:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732871
13:59:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732880
13:59:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732854
13:59:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732844
14:00:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732836
14:00:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732839
14:00:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732856
14:00:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732861
14:00:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732845
14:00:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732853
14:01:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732836
14:01:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732832
14:01:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732857
14:01:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732852
14:01:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732857
14:01:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732875
14:02:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732868
14:02:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732866
14:02:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732869
14:02:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732852
14:02:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732867
14:02:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732857
14:03:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732851
14:03:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732854
14:03:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732856
14:03:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732866
14:03:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732856
14:03:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732876
14:04:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732856
14:04:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732872
14:04:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732879
14:04:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732861
14:04:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732849
14:04:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732843
14:05:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732879
14:05:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732837
14:05:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732829
14:05:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732827
14:05:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732836
14:05:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732851
14:06:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732855
14:06:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732848
14:06:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732851
14:06:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732842
14:06:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732857
14:06:59,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732839
14:07:09,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732838
14:07:19,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732837
14:07:29,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732855
14:07:39,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732854
14:07:49,0.009,4.40E-01,4.41E+00,5.67E+00,5.65E+00,732847
