time,current[mA],RANGE1[V],RANGE2[V],RANGE3[V],RANGE4[V],24bit[bin]
17:04:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732902
17:05:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732910
17:05:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732886
17:05:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732913
17:05:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732904
17:05:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732893
17:05:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732897
17:06:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732902
17:06:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732899
17:06:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732918
17:06:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732881
17:06:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732897
17:06:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732921
17:07:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732906
17:07:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732897
17:07:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732918
17:07:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732889
17:07:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732892
17:07:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732908
17:08:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732867
17:08:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732896
17:08:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732897
17:08:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732890
17:08:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732904
17:08:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732916
17:09:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732906
17:09:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732911
17:09:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732877
17:09:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732873
17:09:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732882
17:09:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732897
17:10:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732902
17:10:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732905
17:10:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732898
17:10:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732917
17:10:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732916
17:10:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732908
17:11:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732893
17:11:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732891
17:11:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732903
17:11:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732901
17:11:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732898
17:11:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732886
17:12:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732893
17:12:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732895
17:12:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732913
17:12:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732883
17:12:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732889
17:12:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732893
17:13:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732912
17:13:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732898
17:13:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732919
17:13:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732903
17:13:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732910
17:13:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732910
17:14:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732906
17:14:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732908
17:14:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732909
17:14:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732910
17:14:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732876
17:14:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732910
17:15:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732900
17:15:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732904
17:15:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732885
17:15:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732883
17:15:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732906
17:15:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732903
17:16:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732898
17:16:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732905
17:16:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732905
17:16:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732885
17:16:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732911
17:16:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732893
17:17:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732890
17:17:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732884
17:17:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732890
17:17:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732893
17:17:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732897
17:17:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732898
17:18:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732883
17:18:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732891
17:18:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732894
17:18:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732901
17:18:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732885
17:18:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732906
17:19:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732901
17:19:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732877
17:19:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732875
17:19:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732897
17:19:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732881
17:19:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732889
17:20:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732891
17:20:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732887
17:20:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732900
17:20:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732887
17:20:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732870
17:20:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732890
17:21:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732909
17:21:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732900
17:21:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732898
17:21:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732878
17:21:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732901
17:21:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732910
17:22:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732880
17:22:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732898
17:22:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732899
17:22:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732911
17:22:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732913
17:22:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732913
17:23:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732908
17:23:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732886
17:23:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732921
17:23:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732910
17:23:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732894
17:23:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732887
17:24:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732908
17:24:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732903
17:24:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732885
17:24:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732877
17:24:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732889
17:24:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732875
17:25:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732893
17:25:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732880
17:25:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732910
17:25:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732901
17:25:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732877
17:25:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732885
17:26:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732898
17:26:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732874
17:26:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732885
17:26:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732884
17:26:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732920
17:26:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732895
17:27:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732885
17:27:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732883
17:27:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732890
17:27:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732876
17:27:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732870
17:27:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732879
17:28:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732888
17:28:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732890
17:28:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732887
17:28:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732894
17:28:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732880
17:28:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732876
17:29:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732890
17:29:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732887
17:29:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732895
17:29:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732892
17:29:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732886
17:29:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732895
17:30:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732895
17:30:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732899
17:30:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732882
17:30:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732903
17:30:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732890
17:30:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732897
17:31:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732899
17:31:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732889
17:31:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732896
17:31:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732909
17:31:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732902
17:31:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732894
17:32:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732908
17:32:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732912
17:32:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732919
17:32:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732902
17:32:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732898
17:32:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732898
17:33:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732903
17:33:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732917
17:33:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732919
17:33:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732905
17:33:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732920
17:33:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732924
17:34:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732929
17:34:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732915
17:34:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732926
17:34:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732906
17:34:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732918
17:34:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732913
17:35:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732894
17:35:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732901
17:35:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732902
17:35:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732897
17:35:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732873
17:35:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732892
17:36:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732893
17:36:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732895
17:36:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732913
17:36:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732907
17:36:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732897
17:36:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732898
17:37:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732889
17:37:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732912
17:37:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732914
17:37:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732903
17:37:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732901
17:37:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732895
17:38:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732876
17:38:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732887
17:38:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732876
17:38:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732864
17:38:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732888
17:38:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732888
17:39:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732898
17:39:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732908
17:39:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732906
17:39:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732921
17:39:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732900
17:39:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732899
17:40:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732879
17:40:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732881
17:40:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732914
17:40:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732900
17:40:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732922
17:40:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732906
17:41:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732913
17:41:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732897
17:41:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732882
17:41:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732922
17:41:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732925
17:41:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732896
17:42:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732921
17:42:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732917
17:42:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732912
17:42:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732941
17:42:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732934
17:42:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732938
17:43:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732920
17:43:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732898
17:43:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732924
17:43:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732910
17:43:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732917
17:43:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732903
17:44:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732922
17:44:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732927
17:44:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732927
17:44:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732908
17:44:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732895
17:44:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732909
17:45:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732914
17:45:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732894
17:45:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732869
17:45:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732875
17:45:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732909
17:45:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732864
17:46:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732889
17:46:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732918
17:46:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732902
17:46:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732908
17:46:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732917
17:46:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732911
17:47:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732918
17:47:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732913
17:47:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732896
17:47:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732912
17:47:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732893
17:47:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732918
17:48:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732874
17:48:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732902
17:48:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732906
17:48:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732892
17:48:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732914
17:48:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732904
17:49:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732889
17:49:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732877
17:49:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732901
17:49:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732907
17:49:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732902
17:49:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732874
17:50:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732885
17:50:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732887
17:50:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732900
17:50:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732882
17:50:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732896
17:50:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732891
17:51:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732891
17:51:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732859
17:51:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732870
17:51:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732909
17:51:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732864
17:51:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732866
17:52:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732887
17:52:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732889
17:52:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732896
17:52:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732879
17:52:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732897
17:52:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732913
17:53:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732894
17:53:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732854
17:53:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732883
17:53:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732864
17:53:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732897
17:53:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732879
17:54:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732905
17:54:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732903
17:54:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732878
17:54:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732894
17:54:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732889
17:54:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732908
17:55:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732892
17:55:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732913
17:55:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732892
17:55:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732901
17:55:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732888
17:55:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732912
17:56:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732896
17:56:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732889
17:56:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732898
17:56:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732909
17:56:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732899
17:56:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732897
17:57:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732913
17:57:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732919
17:57:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732891
17:57:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732868
17:57:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732897
17:57:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732900
17:58:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732902
17:58:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732902
17:58:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732903
17:58:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732902
17:58:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732910
17:58:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732895
17:59:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732901
17:59:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732899
17:59:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732902
17:59:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732917
17:59:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732892
17:59:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732885
18:00:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732911
18:00:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732916
18:00:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732888
18:00:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732878
18:00:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732914
18:00:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732932
18:01:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732923
18:01:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732911
18:01:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732911
